alpha,gamma,episodes,seed,success_rate,avg_return,avg_steps,elapsed_seconds
0.01,0.5,20,19,0.0,-1.0,50.0,0.1995
0.01,0.5,20,20,0.0,-1.0,50.0,0.196999
0.01,0.5,20,21,0.0,-1.0,50.0,0.202501
0.01,0.5,20,22,0.0,-1.0,50.0,0.201
0.01,0.5,20,23,0.0,-1.0,50.0,0.200001
0.01,0.5,20,24,0.0,-1.0,50.0,0.189
0.01,0.5,20,25,0.0,-1.0,50.0,0.194998
0.01,0.5,20,26,0.0,-1.0,50.0,0.201501
0.01,0.5,20,27,0.0,-1.0,50.0,0.197503
0.01,0.5,20,28,0.0,-1.0,50.0,0.201499
0.01,0.5,20,29,0.0,-1.0,50.0,0.198499
0.01,0.5,20,30,0.0,-1.0,50.0,0.198
0.01,0.5,20,31,0.0,-1.0,50.0,0.196499
0.01,0.5,20,32,0.0,-1.0,50.0,0.196501
0.01,0.5,20,33,0.0,-1.0,50.0,0.205
0.01,0.5,20,34,0.0,-1.0,50.0,0.195999
0.01,0.5,20,35,0.0,-1.0,50.0,0.191
0.01,0.5,20,36,0.0,-1.0,50.0,0.194
0.01,0.5,20,37,0.0,-1.0,50.0,0.2005
0.01,0.5,20,38,0.0,-1.0,50.0,0.207002
0.01,0.5,20,39,0.0,-1.0,50.0,0.198498
0.01,0.5,20,40,1.0,0.9,6.0,0.029001
0.01,0.5,20,41,0.0,-1.0,50.0,0.202999
0.01,0.5,20,42,0.0,-1.0,50.0,0.201
0.01,0.5,20,43,0.0,-1.0,50.0,0.2045
0.01,0.5,20,44,0.0,-1.0,50.0,0.201
0.01,0.5,20,45,0.0,-1.0,50.0,0.192499
0.01,0.5,20,46,0.0,-1.0,50.0,0.1915
0.01,0.5,20,47,0.0,-1.0,50.0,0.198999
0.01,0.5,20,48,0.0,-1.0,50.0,0.2015
0.01,0.5,20,49,0.0,-1.0,50.0,0.196001
0.01,0.5,20,50,0.0,-1.0,50.0,0.195499
0.01,0.5,20,51,0.0,-1.0,50.0,0.196003
0.01,0.5,20,52,0.0,-1.0,50.0,0.199498
0.01,0.5,20,53,1.0,0.9,6.0,0.028501
0.01,0.5,20,54,0.0,-1.0,50.0,0.192998
0.01,0.5,20,55,0.0,-1.0,50.0,0.199499
0.01,0.5,20,56,0.0,-1.0,50.0,0.204501
0.01,0.5,20,57,0.0,-1.0,50.0,0.194999
0.01,0.5,20,58,0.0,-1.0,50.0,0.202501
0.01,0.5,20,59,0.0,-1.0,50.0,0.201002
0.01,0.5,20,60,0.0,-1.0,50.0,0.200998
0.01,0.5,20,61,0.0,-1.0,50.0,0.191536
0.01,0.5,20,62,0.0,-1.0,50.0,0.197463
0.01,0.5,20,63,0.0,-1.0,50.0,0.198001
0.01,0.5,20,64,0.0,-1.0,50.0,0.199501
0.01,0.5,20,65,0.0,-1.0,50.0,0.199
0.01,0.5,20,66,0.0,-1.0,50.0,0.204499
0.01,0.5,20,67,0.0,-1.0,50.0,0.201999
0.01,0.5,20,68,0.0,-1.0,50.0,0.195001
0.01,0.5,20,69,0.0,-1.0,50.0,0.207
0.01,0.5,20,70,0.0,-1.0,50.0,0.200999
0.01,0.5,20,71,0.0,-1.0,50.0,0.1955
0.01,0.5,20,72,0.0,-1.0,50.0,0.196003
0.01,0.5,20,73,0.0,-1.0,50.0,0.198498
0.01,0.5,20,74,0.0,-1.0,50.0,0.196501
0.01,0.5,20,75,1.0,0.9,6.0,0.026999
0.01,0.5,20,76,0.0,-1.0,50.0,0.199501
0.01,0.5,20,77,0.0,-1.0,50.0,0.197
0.01,0.5,20,78,1.0,0.9,6.0,0.0285
0.01,0.5,20,79,0.0,-1.0,50.0,0.193998
0.01,0.5,20,80,0.0,-1.0,50.0,0.209001
0.01,0.5,20,81,0.0,-1.0,50.0,0.204
0.01,0.5,20,82,0.0,-1.0,50.0,0.196502
0.01,0.5,20,83,0.0,-1.0,50.0,0.193499
0.01,0.5,20,84,0.0,-1.0,50.0,0.203001
0.01,0.5,20,85,0.0,-1.0,50.0,0.2
0.01,0.5,20,86,0.0,-1.0,50.0,0.2115
0.01,0.5,20,87,0.0,-1.0,50.0,0.216
0.01,0.5,20,88,0.0,-1.0,50.0,0.200999
0.01,0.5,20,89,0.0,-1.0,50.0,0.249502
0.01,0.5,20,90,0.0,-1.0,50.0,0.212998
0.01,0.5,20,91,0.0,-1.0,50.0,0.198
0.01,0.5,20,92,0.0,-1.0,50.0,0.210501
0.01,0.5,20,93,0.0,-1.0,50.0,0.223
0.01,0.5,20,94,0.0,-1.0,50.0,0.2065
0.01,0.5,20,95,0.0,-1.0,50.0,0.207999
0.01,0.5,20,96,0.0,-1.0,50.0,0.208001
0.01,0.5,20,97,0.0,-1.0,50.0,0.203
0.01,0.5,20,98,1.0,0.9,6.0,0.0335
0.01,0.5,20,99,0.0,-1.0,50.0,0.238501
0.01,0.5,100,0,0.0,-1.0,50.0,0.261497
0.01,0.5,100,1,0.0,-1.0,50.0,0.236002
0.01,0.5,100,2,0.0,-1.0,50.0,0.249
0.01,0.5,100,3,0.0,-1.0,50.0,0.217499
0.01,0.5,100,4,0.0,-1.0,50.0,0.236501
0.01,0.5,100,5,0.0,-1.0,50.0,0.217499
0.01,0.5,100,6,0.0,-1.0,50.0,0.218
0.01,0.5,100,7,0.0,-1.0,50.0,0.2175
0.01,0.5,100,8,0.0,-1.0,50.0,0.2195
0.01,0.5,100,9,0.0,-1.0,50.0,0.234001
0.01,0.5,100,10,0.0,-1.0,50.0,0.230998
0.01,0.5,100,11,0.0,-1.0,50.0,0.2085
0.01,0.5,100,12,0.0,-1.0,50.0,0.219999
0.01,0.5,100,13,0.0,-1.0,50.0,0.242501
0.01,0.5,100,14,0.0,-1.0,50.0,0.229498
0.01,0.5,100,15,0.0,-1.0,50.0,0.226001
0.01,0.5,100,16,0.0,-1.0,50.0,0.217
0.01,0.5,100,17,0.0,-1.0,50.0,0.2125
0.01,0.5,100,18,0.0,-1.0,50.0,0.216998
0.01,0.5,100,19,0.0,-1.0,50.0,0.2225
0.01,0.5,100,20,0.0,-1.0,50.0,0.2115
0.01,0.5,100,21,0.0,-1.0,50.0,0.2125
0.01,0.5,100,22,0.0,-1.0,50.0,0.215499
0.01,0.5,100,23,0.0,-1.0,50.0,0.219
0.01,0.5,100,24,0.0,-1.0,50.0,0.212001
0.01,0.5,100,25,0.0,-1.0,50.0,0.225002
0.01,0.5,100,26,0.0,-1.0,50.0,0.218002
0.01,0.5,100,27,1.0,0.9,6.0,0.042001
0.01,0.5,100,28,0.0,-1.0,50.0,0.219998
0.01,0.5,100,29,0.0,-1.0,50.0,0.230003
0.01,0.5,100,30,0.0,-1.0,50.0,0.215497
0.01,0.5,100,31,0.0,-1.0,50.0,0.205001
0.01,0.5,100,32,0.0,-1.0,50.0,0.212999
0.01,0.5,100,33,0.0,-1.0,50.0,0.214503
0.01,0.5,100,34,0.0,-1.0,50.0,0.219998
0.01,0.5,100,35,1.0,0.9,6.0,0.049502
0.01,0.5,100,36,0.0,-1.0,50.0,0.208498
0.01,0.5,100,37,0.0,-1.0,50.0,0.2145
0.01,0.5,100,38,0.0,-1.0,50.0,0.222001
0.01,0.5,100,39,0.0,-1.0,50.0,0.2215
0.01,0.5,100,40,0.0,-1.0,50.0,0.219499
0.01,0.5,100,41,1.0,0.9,6.0,0.0455
0.01,0.5,100,42,0.0,-1.0,50.0,0.208999
0.01,0.5,100,43,0.0,-1.0,50.0,0.221001
0.01,0.5,100,44,0.0,-1.0,50.0,0.214002
0.01,0.5,100,45,0.0,-1.0,50.0,0.219499
0.01,0.5,100,46,0.0,-1.0,50.0,0.215998
0.01,0.5,100,47,0.0,-1.0,50.0,0.211501
0.01,0.5,100,48,0.0,-1.0,50.0,0.224501
0.01,0.5,100,49,0.0,-1.0,50.0,0.224499
0.01,0.5,100,50,0.0,-1.0,50.0,0.217001
0.01,0.5,100,51,0.0,-1.0,50.0,0.239499
0.01,0.5,100,52,0.0,-1.0,50.0,0.250499
0.01,0.5,100,53,0.0,-1.0,50.0,0.2485
0.01,0.5,100,54,0.0,-1.0,50.0,0.249001
0.01,0.5,100,55,0.0,-1.0,50.0,0.215999
0.01,0.5,100,56,0.0,-1.0,50.0,0.239002
0.01,0.5,100,57,0.0,-1.0,50.0,0.228999
0.01,0.5,100,58,0.0,-1.0,50.0,0.228499
0.01,0.5,100,59,0.0,-1.0,50.0,0.2135
0.01,0.5,100,60,0.0,-1.0,50.0,0.225502
0.01,0.5,100,61,0.0,-1.0,50.0,0.219498
0.01,0.5,100,62,0.0,-1.0,50.0,0.219002
0.01,0.5,100,63,0.0,-1.0,50.0,0.22811
0.01,0.5,100,64,0.0,-1.0,50.0,0.222889
0.01,0.5,100,65,0.0,-1.0,50.0,0.225999
0.01,0.5,100,66,0.0,-1.0,50.0,0.221
0.01,0.5,100,67,0.0,-1.0,50.0,0.226001
0.01,0.5,100,68,0.0,-1.0,50.0,0.236001
0.01,0.5,100,69,0.0,-1.0,50.0,0.217999
0.01,0.5,100,70,0.0,-1.0,50.0,0.221
0.01,0.5,100,71,1.0,0.9,6.0,0.047499
0.01,0.5,100,72,0.0,-1.0,50.0,0.2215
0.01,0.5,100,73,0.0,-1.0,50.0,0.212999
0.01,0.5,100,74,0.0,-1.0,50.0,0.213002
0.01,0.5,100,75,0.0,-1.0,50.0,0.214498
0.01,0.5,100,76,0.0,-1.0,50.0,0.2205
0.01,0.5,100,77,0.0,-1.0,50.0,0.217
0.01,0.5,100,78,0.0,-1.0,50.0,0.218502
0.01,0.5,100,79,0.0,-1.0,50.0,0.220998
0.01,0.5,100,80,0.0,-1.0,50.0,0.218502
0.01,0.5,100,81,0.0,-1.0,50.0,0.218998
0.01,0.5,100,82,0.0,-1.0,50.0,0.213998
0.01,0.5,100,83,0.0,-1.0,50.0,0.2145
0.01,0.5,100,84,0.0,-1.0,50.0,0.216502
0.01,0.5,100,85,0.0,-1.0,50.0,0.214998
0.01,0.5,100,86,0.0,-1.0,50.0,0.231
0.01,0.5,100,87,0.0,-1.0,50.0,0.224499
0.01,0.5,100,88,0.0,-1.0,50.0,0.2185
0.01,0.5,100,89,1.0,0.9,6.0,0.045
0.01,0.5,100,90,0.0,-1.0,50.0,0.221998
0.01,0.5,100,91,0.0,-1.0,50.0,0.2155
0.01,0.5,100,92,0.0,-1.0,50.0,0.2145
0.01,0.5,100,93,0.0,-1.0,50.0,0.212498
0.01,0.5,100,94,0.0,-1.0,50.0,0.211502
0.01,0.5,100,95,0.0,-1.0,50.0,0.223499
0.01,0.5,100,96,0.0,-1.0,50.0,0.206999
0.01,0.5,100,97,0.0,-1.0,50.0,0.215001
0.01,0.5,100,98,0.0,-1.0,50.0,0.234
0.01,0.5,100,99,0.0,-1.0,50.0,0.225499
0.01,0.5,500,0,0.0,-1.0,50.0,0.278001
0.01,0.5,500,1,1.0,0.9,6.0,0.090998
0.01,0.5,500,2,0.0,-1.0,50.0,0.259501
0.01,0.5,500,3,0.0,-1.0,50.0,0.275501
0.01,0.5,500,4,0.0,-1.0,50.0,0.266
0.01,0.5,500,5,1.0,0.9,6.0,0.088
0.01,0.5,500,6,0.0,-1.0,50.0,0.272502
0.01,0.5,500,7,0.0,-1.0,50.0,0.268497
0.01,0.5,500,8,0.0,-1.0,50.0,0.266038
0.01,0.5,500,9,0.0,-1.0,50.0,0.286963
0.01,0.5,500,10,0.0,-1.0,50.0,0.273
0.01,0.5,500,11,0.0,-1.0,50.0,0.271998
0.01,0.5,500,12,1.0,0.9,6.0,0.093501
0.01,0.5,500,13,0.0,-1.0,50.0,0.261501
0.01,0.5,500,14,1.0,0.9,6.0,0.093001
0.01,0.5,500,15,0.0,-1.0,50.0,0.262
0.01,0.5,500,16,1.0,0.9,6.0,0.0855
0.01,0.5,500,17,0.0,-1.0,50.0,0.270499
0.01,0.5,500,18,0.0,-1.0,50.0,0.329
0.01,0.5,500,19,0.0,-1.0,50.0,0.2725
0.01,0.5,500,20,1.0,0.9,6.0,0.089502
0.01,0.5,500,21,1.0,0.9,6.0,0.092499
0.01,0.5,500,22,0.0,-1.0,50.0,0.265501
0.01,0.5,500,23,0.0,-1.0,50.0,0.264999
0.01,0.5,500,24,0.0,-1.0,50.0,0.255999
0.01,0.5,500,25,0.0,-1.0,50.0,0.262502
0.01,0.5,500,26,0.0,-1.0,50.0,0.264501
0.01,0.5,500,27,0.0,-1.0,50.0,0.261497
0.01,0.5,500,28,0.0,-1.0,50.0,0.251502
0.01,0.5,500,29,1.0,0.9,6.0,0.089499
0.01,0.5,500,30,1.0,0.856,8.2,0.0995
0.01,0.5,500,31,0.0,-1.0,50.0,0.262501
0.01,0.5,500,32,0.0,-1.0,50.0,0.271001
0.01,0.5,500,33,0.0,-1.0,50.0,0.272
0.01,0.5,500,34,0.0,-1.0,50.0,0.263499
0.01,0.5,500,35,0.0,-1.0,50.0,0.265001
0.01,0.5,500,36,1.0,0.9,6.0,0.0925
0.01,0.5,500,37,0.0,-1.0,50.0,0.266001
0.01,0.5,500,38,0.0,-1.0,50.0,0.2595
0.01,0.5,500,39,0.0,-1.0,50.0,0.262501
0.01,0.5,500,40,1.0,0.9,6.0,0.092
0.01,0.5,500,41,0.0,-1.0,50.0,0.263999
0.01,0.5,500,42,1.0,0.9,6.0,0.0905
0.01,0.5,500,43,0.0,-1.0,50.0,0.261497
0.01,0.5,500,44,0.0,-1.0,50.0,0.260501
0.01,0.5,500,45,0.0,-1.0,50.0,0.263001
0.01,0.5,500,46,1.0,0.9,6.0,0.087998
0.01,0.5,500,47,1.0,0.9,6.0,0.091502
0.01,0.5,500,48,0.0,-1.0,50.0,0.2625
0.01,0.5,500,49,0.0,-1.0,50.0,0.2605
0.01,0.5,500,50,0.0,-1.0,50.0,0.2665
0.01,0.5,500,51,0.0,-1.0,50.0,0.255499
0.01,0.5,500,52,0.0,-1.0,50.0,0.259501
0.01,0.5,500,53,1.0,0.9,6.0,0.089499
0.01,0.5,500,54,1.0,0.9,6.0,0.086501
0.01,0.5,500,55,0.0,-1.0,50.0,0.256
0.01,0.5,500,56,0.0,-1.0,50.0,0.260502
0.01,0.5,500,57,0.0,-1.0,50.0,0.268499
0.01,0.5,500,58,0.0,-1.0,50.0,0.258501
0.01,0.5,500,59,0.0,-1.0,50.0,0.266501
0.01,0.5,500,60,1.0,0.9,6.0,0.088499
0.01,0.5,500,61,0.0,-1.0,50.0,0.251999
0.01,0.5,500,62,0.0,-1.0,50.0,0.256001
0.01,0.5,500,63,0.0,-1.0,50.0,0.260501
0.01,0.5,500,64,0.0,-1.0,50.0,0.2625
0.01,0.5,500,65,0.0,-1.0,50.0,0.260998
0.01,0.5,500,66,0.0,-1.0,50.0,0.261001
0.01,0.5,500,67,0.0,-1.0,50.0,0.270501
0.01,0.5,500,68,0.0,-1.0,50.0,0.278001
0.01,0.5,500,69,0.0,-1.0,50.0,0.269499
0.01,0.5,500,70,0.0,-1.0,50.0,0.299998
0.01,0.5,500,71,1.0,0.9,6.0,0.100502
0.01,0.5,500,72,1.0,0.9,6.0,0.102497
0.01,0.5,500,73,0.0,-1.0,50.0,0.263
0.01,0.5,500,74,0.0,-1.0,50.0,0.265501
0.01,0.5,500,75,0.0,-1.0,50.0,0.270502
0.01,0.5,500,76,1.0,0.9,6.0,0.09
0.01,0.5,500,77,0.0,-1.0,50.0,0.261998
0.01,0.5,500,78,1.0,0.9,6.0,0.087499
0.01,0.5,500,79,0.0,-1.0,50.0,0.279501
0.01,0.5,500,80,0.0,-1.0,50.0,0.270499
0.01,0.5,500,81,0.0,-1.0,50.0,0.269501
0.01,0.5,500,82,0.0,-1.0,50.0,0.267502
0.01,0.5,500,83,1.0,0.9,6.0,0.091002
0.01,0.5,500,84,0.0,-1.0,50.0,0.267996
0.01,0.5,500,85,1.0,0.9,6.0,0.086999
0.01,0.5,500,86,0.0,-1.0,50.0,0.267
0.01,0.5,500,87,0.0,-1.0,50.0,0.266
0.01,0.5,500,88,0.0,-1.0,50.0,0.267003
0.01,0.5,500,89,0.0,-1.0,50.0,0.306997
0.01,0.5,500,90,0.0,-1.0,50.0,0.299502
0.01,0.5,500,91,0.0,-1.0,50.0,0.265002
0.01,0.5,500,92,0.0,-1.0,50.0,0.272498
0.01,0.5,500,93,0.0,-1.0,50.0,0.273502
0.01,0.5,500,94,0.0,-1.0,50.0,0.259498
0.01,0.5,500,95,1.0,0.9,6.0,0.087999
0.01,0.5,500,96,0.0,-1.0,50.0,0.258001
0.01,0.5,500,97,0.0,-1.0,50.0,0.258003
0.01,0.5,500,98,1.0,0.9,6.0,0.092996
0.01,0.5,500,99,1.0,0.9,6.0,0.089499
0.01,0.5,2000,0,1.0,0.9,6.0,0.217501
0.01,0.5,2000,1,1.0,0.9,6.0,0.225502
0.01,0.5,2000,2,1.0,0.9,6.0,0.2175
0.01,0.5,2000,3,1.0,0.9,6.0,0.223
0.01,0.5,2000,4,1.0,0.9,6.0,0.221999
0.01,0.5,2000,5,1.0,0.9,6.0,0.213501
0.01,0.5,2000,6,1.0,0.9,6.0,0.22
0.01,0.5,2000,7,1.0,0.9,6.0,0.2245
0.01,0.5,2000,8,1.0,0.9,6.0,0.233
0.01,0.5,2000,9,1.0,0.9,6.0,0.2095
0.01,0.5,2000,10,1.0,0.9,6.0,0.219
0.01,0.5,2000,11,1.0,0.9,6.0,0.222001
0.01,0.5,2000,12,1.0,0.9,6.0,0.220999
0.01,0.5,2000,13,1.0,0.9,6.0,0.2225
0.01,0.5,2000,14,1.0,0.9,6.0,0.2245
0.01,0.5,2000,15,1.0,0.9,6.0,0.2205
0.01,0.5,2000,16,1.0,0.9,6.0,0.218
0.01,0.5,2000,17,1.0,0.9,6.0,0.225003
0.01,0.5,2000,18,1.0,0.9,6.0,0.219498
0.01,0.5,2000,19,1.0,0.9,6.0,0.2235
0.01,0.5,2000,20,1.0,0.9,6.0,0.205498
0.01,0.5,2000,21,1.0,0.9,6.0,0.236
0.01,0.5,2000,22,1.0,0.9,6.0,0.217
0.01,0.5,2000,23,1.0,0.9,6.0,0.234503
0.01,0.5,2000,24,1.0,0.9,6.0,0.226497
0.01,0.5,2000,25,1.0,0.9,6.0,0.228499
0.01,0.5,2000,26,1.0,0.9,6.0,0.247
0.01,0.5,2000,27,1.0,0.9,6.0,0.2125
0.01,0.5,2000,28,1.0,0.9,6.0,0.233498
0.01,0.5,2000,29,1.0,0.9,6.0,0.212002
0.01,0.5,2000,30,1.0,0.9,6.0,0.228499
0.01,0.5,2000,31,1.0,0.9,6.0,0.224
0.01,0.5,2000,32,1.0,0.9,6.0,0.204
0.01,0.5,2000,33,1.0,0.9,6.0,0.227002
0.01,0.5,2000,34,1.0,0.9,6.0,0.217497
0.01,0.5,2000,35,1.0,0.9,6.0,0.234499
0.01,0.5,2000,36,1.0,0.9,6.0,0.213502
0.01,0.5,2000,37,1.0,0.9,6.0,0.216002
0.01,0.5,2000,38,1.0,0.9,6.0,0.221497
0.01,0.5,2000,39,1.0,0.9,6.0,0.222999
0.01,0.5,2000,40,1.0,0.9,6.0,0.225502
0.01,0.5,2000,41,1.0,0.9,6.0,0.232499
0.01,0.5,2000,42,1.0,0.9,6.0,0.241499
0.01,0.5,2000,43,1.0,0.9,6.0,0.2635
0.01,0.5,2000,44,1.0,0.9,6.0,0.226
0.01,0.5,2000,45,1.0,0.9,6.0,0.224
0.01,0.5,2000,46,1.0,0.9,6.0,0.239003
0.01,0.5,2000,47,1.0,0.9,6.0,0.214497
0.01,0.5,2000,48,1.0,0.9,6.0,0.239501
0.01,0.5,2000,49,1.0,0.9,6.0,0.215999
0.01,0.5,2000,50,1.0,0.9,6.0,0.299502
0.01,0.5,2000,51,1.0,0.9,6.0,0.241501
0.01,0.5,2000,52,1.0,0.9,6.0,0.274543
0.01,0.5,2000,53,1.0,0.9,6.0,0.223456
0.01,0.5,2000,54,1.0,0.9,6.0,0.234501
0.01,0.5,2000,55,1.0,0.9,6.0,0.235501
0.01,0.5,2000,56,1.0,0.9,6.0,0.214499
0.01,0.5,2000,57,1.0,0.9,6.0,0.2195
0.01,0.5,2000,58,1.0,0.9,6.0,0.2145
0.01,0.5,2000,59,1.0,0.9,6.0,0.2225
0.01,0.5,2000,60,1.0,0.9,6.0,0.218999
0.01,0.5,2000,61,1.0,0.9,6.0,0.224501
0.01,0.5,2000,62,1.0,0.9,6.0,0.223499
0.01,0.5,2000,63,1.0,0.9,6.0,0.219
0.01,0.5,2000,64,1.0,0.9,6.0,0.21
0.01,0.5,2000,65,1.0,0.9,6.0,0.216002
0.01,0.5,2000,66,1.0,0.9,6.0,0.222498
0.01,0.5,2000,67,1.0,0.9,6.0,0.215999
0.01,0.5,2000,68,1.0,0.9,6.0,0.226003
0.01,0.5,2000,69,1.0,0.9,6.0,0.216998
0.01,0.5,2000,70,1.0,0.9,6.0,0.246499
0.01,0.5,2000,71,1.0,0.9,6.0,0.217501
0.01,0.5,2000,72,1.0,0.9,6.0,0.227
0.01,0.5,2000,73,1.0,0.9,6.0,0.221499
0.01,0.5,2000,74,1.0,0.9,6.0,0.213001
0.01,0.5,2000,75,1.0,0.9,6.0,0.235502
0.01,0.5,2000,76,1.0,0.9,6.0,0.213499
0.01,0.5,2000,77,1.0,0.9,6.0,0.218498
0.01,0.5,2000,78,1.0,0.9,6.0,0.22561
0.01,0.5,2000,79,1.0,0.9,6.0,0.22639
0.01,0.5,2000,80,1.0,0.9,6.0,0.2185
0.01,0.5,2000,81,1.0,0.9,6.0,0.2125
0.01,0.5,2000,82,1.0,0.9,6.0,0.2135
0.01,0.5,2000,83,1.0,0.9,6.0,0.2135
0.01,0.5,2000,84,1.0,0.9,6.0,0.224002
0.01,0.5,2000,85,1.0,0.9,6.0,0.226499
0.01,0.5,2000,86,1.0,0.9,6.0,0.219999
0.01,0.5,2000,87,1.0,0.9,6.0,0.220002
0.01,0.5,2000,88,1.0,0.9,6.0,0.211498
0.01,0.5,2000,89,1.0,0.9,6.0,0.22
0.01,0.5,2000,90,1.0,0.9,6.0,0.234999
0.01,0.5,2000,91,1.0,0.9,6.0,0.222002
0.01,0.5,2000,92,1.0,0.9,6.0,0.226999
0.01,0.5,2000,93,1.0,0.9,6.0,0.232499
0.01,0.5,2000,94,1.0,0.9,6.0,0.219517
0.01,0.5,2000,95,1.0,0.9,6.0,0.222981
0.01,0.5,2000,96,1.0,0.9,6.0,0.217
0.01,0.5,2000,97,1.0,0.9,6.0,0.228001
0.01,0.5,2000,98,1.0,0.9,6.0,0.232499
0.01,0.5,2000,99,1.0,0.9,6.0,0.228999
0.01,0.8,20,0,0.0,-1.0,50.0,0.234501
0.01,0.8,20,1,0.0,-1.0,50.0,0.229499
0.01,0.8,20,2,0.0,-1.0,50.0,0.234001
0.01,0.8,20,3,0.0,-1.0,50.0,0.225998
0.01,0.8,20,4,0.0,-1.0,50.0,0.208001
0.01,0.8,20,5,0.0,-1.0,50.0,0.199501
0.01,0.8,20,6,0.0,-1.0,50.0,0.207498
0.01,0.8,20,7,1.0,0.9,6.0,0.028502
0.01,0.8,20,8,0.0,-1.0,50.0,0.2
0.01,0.8,20,9,0.0,-1.0,50.0,0.206
0.01,0.8,20,10,0.0,-1.0,50.0,0.203001
0.01,0.8,20,11,0.0,-1.0,50.0,0.203998
0.01,0.8,20,12,0.0,-1.0,50.0,0.205999
0.01,0.8,20,13,0.0,-1.0,50.0,0.211
0.01,0.8,20,14,0.0,-1.0,50.0,0.214001
0.01,0.8,20,15,0.0,-1.0,50.0,0.204
0.01,0.8,20,16,0.0,-1.0,50.0,0.204002
0.01,0.8,20,17,0.0,-1.0,50.0,0.227998
0.01,0.8,20,18,0.0,-1.0,50.0,0.1995
0.01,0.8,20,19,0.0,-1.0,50.0,0.204501
0.01,0.8,20,20,0.0,-1.0,50.0,0.209503
0.01,0.8,20,21,0.0,-1.0,50.0,0.197997
0.01,0.8,20,22,0.0,-1.0,50.0,0.213
0.01,0.8,20,23,0.0,-1.0,50.0,0.199502
0.01,0.8,20,24,0.0,-1.0,50.0,0.217998
0.01,0.8,20,25,0.0,-1.0,50.0,0.2415
0.01,0.8,20,26,0.0,-1.0,50.0,0.234001
0.01,0.8,20,27,0.0,-1.0,50.0,0.227999
0.01,0.8,20,28,0.0,-1.0,50.0,0.193501
0.01,0.8,20,29,0.0,-1.0,50.0,0.203002
0.01,0.8,20,30,1.0,0.9,6.0,0.031997
0.01,0.8,20,31,1.0,0.9,6.0,0.029502
0.01,0.8,20,32,0.0,-1.0,50.0,0.205998
0.01,0.8,20,33,0.0,-1.0,50.0,0.198502
0.01,0.8,20,34,0.0,-1.0,50.0,0.206498
0.01,0.8,20,35,1.0,0.9,6.0,0.028001
0.01,0.8,20,36,0.0,-1.0,50.0,0.196999
0.01,0.8,20,37,0.0,-1.0,50.0,0.203502
0.01,0.8,20,38,0.0,-1.0,50.0,0.217499
0.01,0.8,20,39,0.0,-1.0,50.0,0.199499
0.01,0.8,20,40,0.0,-1.0,50.0,0.207
0.01,0.8,20,41,0.0,-1.0,50.0,0.2045
0.01,0.8,20,42,0.0,-1.0,50.0,0.196499
0.01,0.8,20,43,0.0,-1.0,50.0,0.209
0.01,0.8,20,44,0.0,-1.0,50.0,0.204501
0.01,0.8,20,45,0.0,-1.0,50.0,0.193001
0.01,0.8,20,46,0.0,-1.0,50.0,0.196999
0.01,0.8,20,47,0.0,-1.0,50.0,0.197
0.01,0.8,20,48,0.0,-1.0,50.0,0.215003
0.01,0.8,20,49,0.0,-1.0,50.0,0.201998
0.01,0.8,20,50,1.0,0.9,6.0,0.029502
0.01,0.8,20,51,0.0,-1.0,50.0,0.196497
0.01,0.8,20,52,0.0,-1.0,50.0,0.203501
0.01,0.8,20,53,1.0,0.9,6.0,0.031
0.01,0.8,20,54,0.0,-1.0,50.0,0.202999
0.01,0.8,20,55,0.0,-1.0,50.0,0.201499
0.01,0.8,20,56,0.0,-1.0,50.0,0.206003
0.01,0.8,20,57,0.0,-1.0,50.0,0.198997
0.01,0.8,20,58,0.0,-1.0,50.0,0.199003
0.01,0.8,20,59,0.0,-1.0,50.0,0.197999
0.01,0.8,20,60,0.0,-1.0,50.0,0.2075
0.01,0.8,20,61,0.0,-1.0,50.0,0.202501
0.01,0.8,20,62,0.0,-1.0,50.0,0.2025
0.01,0.8,20,63,0.0,-1.0,50.0,0.195002
0.01,0.8,20,64,0.0,-1.0,50.0,0.204497
0.01,0.8,20,65,0.0,-1.0,50.0,0.202003
0.01,0.8,20,66,0.0,-1.0,50.0,0.203001
0.01,0.8,20,67,0.0,-1.0,50.0,0.210001
0.01,0.8,20,68,0.0,-1.0,50.0,0.2015
0.01,0.8,20,69,0.0,-1.0,50.0,0.2055
0.01,0.8,20,70,0.0,-1.0,50.0,0.215002
0.01,0.8,20,71,0.0,-1.0,50.0,0.204498
0.01,0.8,20,72,0.0,-1.0,50.0,0.202001
0.01,0.8,20,73,0.0,-1.0,50.0,0.198498
0.01,0.8,20,74,0.0,-1.0,50.0,0.198501
0.01,0.8,20,75,0.0,-1.0,50.0,0.200503
0.01,0.8,20,76,0.0,-1.0,50.0,0.198498
0.01,0.8,20,77,0.0,-1.0,50.0,0.199999
0.01,0.8,20,78,0.0,-1.0,50.0,0.1975
0.01,0.8,20,79,0.0,-1.0,50.0,0.198497
0.01,0.8,20,80,0.0,-1.0,50.0,0.2085
0.01,0.8,20,81,0.0,-1.0,50.0,0.247999
0.01,0.8,20,82,0.0,-1.0,50.0,0.195501
0.01,0.8,20,83,0.0,-1.0,50.0,0.192999
0.01,0.8,20,84,0.0,-1.0,50.0,0.202001
0.01,0.8,20,85,0.0,-1.0,50.0,0.198502
0.01,0.8,20,86,0.0,-1.0,50.0,0.197997
