alpha,gamma,episodes,seed,success_rate,avg_return,avg_steps,elapsed_seconds
0.01,0.8,20,87,0.0,-1.0,50.0,0.199
0.01,0.8,20,88,0.0,-1.0,50.0,0.194002
0.01,0.8,20,89,0.0,-1.0,50.0,0.196502
0.01,0.8,20,90,0.0,-1.0,50.0,0.198499
0.01,0.8,20,91,0.0,-1.0,50.0,0.208502
0.01,0.8,20,92,0.0,-1.0,50.0,0.2345
0.01,0.8,20,93,0.0,-1.0,50.0,0.2485
0.01,0.8,20,94,0.0,-1.0,50.0,0.236499
0.01,0.8,20,95,0.0,-1.0,50.0,0.23
0.01,0.8,20,96,0.0,-1.0,50.0,0.235499
0.01,0.8,20,97,0.0,-1.0,50.0,0.223001
0.01,0.8,20,98,0.0,-1.0,50.0,0.232001
0.01,0.8,20,99,0.0,-1.0,50.0,0.225497
0.01,0.8,100,0,0.0,-1.0,50.0,0.229501
0.01,0.8,100,1,0.0,-1.0,50.0,0.251
0.01,0.8,100,2,0.0,-1.0,50.0,0.2355
0.01,0.8,100,3,0.0,-1.0,50.0,0.247499
0.01,0.8,100,4,0.0,-1.0,50.0,0.2355
0.01,0.8,100,5,0.0,-1.0,50.0,0.244499
0.01,0.8,100,6,0.0,-1.0,50.0,0.2365
0.01,0.8,100,7,0.0,-1.0,50.0,0.2405
0.01,0.8,100,8,0.0,-1.0,50.0,0.231499
0.01,0.8,100,9,0.0,-1.0,50.0,0.229499
0.01,0.8,100,10,0.0,-1.0,50.0,0.232001
0.01,0.8,100,11,0.0,-1.0,50.0,0.2385
0.01,0.8,100,12,0.0,-1.0,50.0,0.234001
0.01,0.8,100,13,0.0,-1.0,50.0,0.223501
0.01,0.8,100,14,0.0,-1.0,50.0,0.213499
0.01,0.8,100,15,0.0,-1.0,50.0,0.222502
0.01,0.8,100,16,0.0,-1.0,50.0,0.203499
0.01,0.8,100,17,0.0,-1.0,50.0,0.216999
0.01,0.8,100,18,0.0,-1.0,50.0,0.212
0.01,0.8,100,19,0.0,-1.0,50.0,0.2035
0.01,0.8,100,20,0.0,-1.0,50.0,0.215
0.01,0.8,100,21,0.0,-1.0,50.0,0.208
0.01,0.8,100,22,0.0,-1.0,50.0,0.212502
0.01,0.8,100,23,0.0,-1.0,50.0,0.211999
0.01,0.8,100,24,0.0,-1.0,50.0,0.203499
0.01,0.8,100,25,0.0,-1.0,50.0,0.216499
0.01,0.8,100,26,0.0,-1.0,50.0,0.215001
0.01,0.8,100,27,0.0,-1.0,50.0,0.211002
0.01,0.8,100,28,0.0,-1.0,50.0,0.210999
0.01,0.8,100,29,0.0,-1.0,50.0,0.213999
0.01,0.8,100,30,0.0,-1.0,50.0,0.214001
0.01,0.8,100,31,0.0,-1.0,50.0,0.215499
0.01,0.8,100,32,0.0,-1.0,50.0,0.211002
0.01,0.8,100,33,0.0,-1.0,50.0,0.212
0.01,0.8,100,34,0.0,-1.0,50.0,0.205
0.01,0.8,100,35,0.0,-1.0,50.0,0.209998
0.01,0.8,100,36,0.0,-1.0,50.0,0.213001
0.01,0.8,100,37,0.0,-1.0,50.0,0.219002
0.01,0.8,100,38,0.0,-1.0,50.0,0.215498
0.01,0.8,100,39,0.0,-1.0,50.0,0.206501
0.01,0.8,100,40,0.0,-1.0,50.0,0.217498
0.01,0.8,100,41,0.0,-1.0,50.0,0.214498
0.01,0.8,100,42,0.0,-1.0,50.0,0.208
0.01,0.8,100,43,0.0,-1.0,50.0,0.214503
0.01,0.8,100,44,0.0,-1.0,50.0,0.208997
0.01,0.8,100,45,0.0,-1.0,50.0,0.219
0.01,0.8,100,46,0.0,-1.0,50.0,0.21
0.01,0.8,100,47,0.0,-1.0,50.0,0.215001
0.01,0.8,100,48,0.0,-1.0,50.0,0.216501
0.01,0.8,100,49,0.0,-1.0,50.0,0.204499
0.01,0.8,100,50,0.0,-1.0,50.0,0.2175
0.01,0.8,100,51,0.0,-1.0,50.0,0.216
0.01,0.8,100,52,0.0,-1.0,50.0,0.203501
0.01,0.8,100,53,0.0,-1.0,50.0,0.2145
0.01,0.8,100,54,0.0,-1.0,50.0,0.2015
0.01,0.8,100,55,0.0,-1.0,50.0,0.214499
0.01,0.8,100,56,0.0,-1.0,50.0,0.207001
0.01,0.8,100,57,0.0,-1.0,50.0,0.215
0.01,0.8,100,58,0.0,-1.0,50.0,0.215502
0.01,0.8,100,59,0.0,-1.0,50.0,0.2085
0.01,0.8,100,60,0.0,-1.0,50.0,0.222499
0.01,0.8,100,61,0.0,-1.0,50.0,0.210501
0.01,0.8,100,62,0.0,-1.0,50.0,0.216004
0.01,0.8,100,63,0.0,-1.0,50.0,0.213996
0.01,0.8,100,64,0.0,-1.0,50.0,0.2285
0.01,0.8,100,65,0.0,-1.0,50.0,0.219999
0.01,0.8,100,66,0.0,-1.0,50.0,0.215001
0.01,0.8,100,67,0.0,-1.0,50.0,0.216498
0.01,0.8,100,68,0.0,-1.0,50.0,0.212502
0.01,0.8,100,69,0.0,-1.0,50.0,0.224499
0.01,0.8,100,70,0.0,-1.0,50.0,0.27
0.01,0.8,100,71,0.0,-1.0,50.0,0.247001
0.01,0.8,100,72,0.0,-1.0,50.0,0.247501
0.01,0.8,100,73,0.0,-1.0,50.0,0.216997
0.01,0.8,100,74,0.0,-1.0,50.0,0.227502
0.01,0.8,100,75,0.0,-1.0,50.0,0.223499
0.01,0.8,100,76,0.0,-1.0,50.0,0.2215
0.01,0.8,100,77,0.0,-1.0,50.0,0.235
0.01,0.8,100,78,0.0,-1.0,50.0,0.215501
0.01,0.8,100,79,0.0,-1.0,50.0,0.236999
0.01,0.8,100,80,0.0,-1.0,50.0,0.22
0.01,0.8,100,81,0.0,-1.0,50.0,0.225501
0.01,0.8,100,82,0.0,-1.0,50.0,0.2225
0.01,0.8,100,83,0.0,-1.0,50.0,0.224499
0.01,0.8,100,84,0.0,-1.0,50.0,0.227503
0.01,0.8,100,85,0.0,-1.0,50.0,0.212497
0.01,0.8,100,86,0.0,-1.0,50.0,0.2275
0.01,0.8,100,87,0.0,-1.0,50.0,0.236502
0.01,0.8,100,88,0.0,-1.0,50.0,0.236498
0.01,0.8,100,89,0.0,-1.0,50.0,0.236
0.01,0.8,100,90,0.0,-1.0,50.0,0.207535
0.01,0.8,100,91,0.0,-1.0,50.0,0.216463
0.01,0.8,100,92,0.0,-1.0,50.0,0.212002
0.01,0.8,100,93,0.0,-1.0,50.0,0.219499
0.01,0.8,100,94,0.0,-1.0,50.0,0.214
0.01,0.8,100,95,0.0,-1.0,50.0,0.214498
0.01,0.8,100,96,0.0,-1.0,50.0,0.212501
0.01,0.8,100,97,0.0,-1.0,50.0,0.223
0.01,0.8,100,98,0.0,-1.0,50.0,0.225501
0.01,0.8,100,99,0.0,-1.0,50.0,0.215002
0.01,0.8,500,0,1.0,0.9,6.0,0.0935
0.01,0.8,500,1,0.0,-1.0,50.0,0.293
0.01,0.8,500,2,1.0,0.9,6.0,0.088501
0.01,0.8,500,3,1.0,0.9,6.0,0.094998
0.01,0.8,500,4,1.0,0.9,6.0,0.090001
0.01,0.8,500,5,1.0,0.9,6.0,0.093499
0.01,0.8,500,6,1.0,0.8797,7.015,0.087501
0.01,0.8,500,7,0.0,-1.0,50.0,0.2545
0.01,0.8,500,8,1.0,0.9,6.0,0.097498
0.01,0.8,500,9,1.0,0.9,6.0,0.098001
0.01,0.8,500,10,0.0,-1.0,50.0,0.2635
0.01,0.8,500,11,1.0,0.9,6.0,0.085501
0.01,0.8,500,12,1.0,0.9,6.0,0.085498
0.01,0.8,500,13,0.0,-1.0,50.0,0.258
0.01,0.8,500,14,1.0,0.9,6.0,0.083002
0.01,0.8,500,15,0.0,-1.0,50.0,0.252501
0.01,0.8,500,16,0.0,-1.0,50.0,0.253999
0.01,0.8,500,17,0.0,-1.0,50.0,0.283
0.01,0.8,500,18,1.0,0.9,6.0,0.108501
0.01,0.8,500,19,1.0,0.9,6.0,0.085498
0.01,0.8,500,20,1.0,0.9,6.0,0.079
0.01,0.8,500,21,1.0,0.9,6.0,0.089103
0.01,0.8,500,22,0.0,-1.0,50.0,0.249398
0.01,0.8,500,23,1.0,0.9,6.0,0.083499
0.01,0.8,500,24,0.0,-1.0,50.0,0.256999
0.01,0.8,500,25,1.0,0.9,6.0,0.086
0.01,0.8,500,26,1.0,0.9,6.0,0.074999
0.01,0.8,500,27,1.0,0.9,6.0,0.080501
0.01,0.8,500,28,0.0,-1.0,50.0,0.258999
0.01,0.8,500,29,1.0,0.9,6.0,0.083502
0.01,0.8,500,30,1.0,0.9,6.0,0.078999
0.01,0.8,500,31,1.0,0.9,6.0,0.077498
0.01,0.8,500,32,0.0,-1.0,50.0,0.258503
0.01,0.8,500,33,1.0,0.9,6.0,0.084997
0.01,0.8,500,34,0.0,-1.0,50.0,0.251001
0.01,0.8,500,35,0.0,-1.0,50.0,0.255999
0.01,0.8,500,36,0.0,-1.0,50.0,0.257005
0.01,0.8,500,37,1.0,0.9,6.0,0.087997
0.01,0.8,500,38,1.0,0.9,6.0,0.082502
0.01,0.8,500,39,1.0,0.9,6.0,0.083998
0.01,0.8,500,40,1.0,0.9,6.0,0.0835
0.01,0.8,500,41,0.0,-1.0,50.0,0.258001
0.01,0.8,500,42,1.0,0.9,6.0,0.081999
0.01,0.8,500,43,0.0,-1.0,50.0,0.258501
0.01,0.8,500,44,0.0,-1.0,50.0,0.2635
0.01,0.8,500,45,1.0,0.9,6.0,0.083001
0.01,0.8,500,46,0.0,-1.0,50.0,0.263499
0.01,0.8,500,47,0.0,-1.0,50.0,0.254998
0.01,0.8,500,48,0.0,-1.0,50.0,0.259
0.01,0.8,500,49,1.0,0.9,6.0,0.087502
0.01,0.8,500,50,0.0,-1.0,50.0,0.268501
0.01,0.8,500,51,1.0,0.9,6.0,0.088499
0.01,0.8,500,52,1.0,0.9,6.0,0.085999
0.01,0.8,500,53,1.0,0.9,6.0,0.085001
0.01,0.8,500,54,0.0,-1.0,50.0,0.249997
0.01,0.8,500,55,1.0,0.9,6.0,0.083501
0.01,0.8,500,56,0.0,-1.0,50.0,0.265
0.01,0.8,500,57,1.0,0.9,6.0,0.0845
0.01,0.8,500,58,1.0,0.9,6.0,0.083503
0.01,0.8,500,59,1.0,0.9,6.0,0.085497
0.01,0.8,500,60,1.0,0.9,6.0,0.084499
0.01,0.8,500,61,1.0,0.9,6.0,0.086
0.01,0.8,500,62,1.0,0.9,6.0,0.081499
0.01,0.8,500,63,1.0,0.9,6.0,0.082001
0.01,0.8,500,64,1.0,0.9,6.0,0.080499
0.01,0.8,500,65,1.0,0.9,6.0,0.083
0.01,0.8,500,66,1.0,0.9,6.0,0.087502
0.01,0.8,500,67,1.0,0.9,6.0,0.084548
0.01,0.8,500,68,0.0,-1.0,50.0,0.255449
0.01,0.8,500,69,1.0,0.9,6.0,0.080502
0.01,0.8,500,70,1.0,0.9,6.0,0.0805
0.01,0.8,500,71,1.0,0.9,6.0,0.081499
0.01,0.8,500,72,1.0,0.9,6.0,0.083002
0.01,0.8,500,73,1.0,0.9,6.0,0.076499
0.01,0.8,500,74,1.0,0.9,6.0,0.082998
0.01,0.8,500,75,0.0,-1.0,50.0,0.2515
0.01,0.8,500,76,1.0,0.9,6.0,0.084
0.01,0.8,500,77,1.0,0.9,6.0,0.083501
0.01,0.8,500,78,0.0,-1.0,50.0,0.247
0.01,0.8,500,79,1.0,0.9,6.0,0.0885
0.01,0.8,500,80,1.0,0.9,6.0,0.087
0.01,0.8,500,81,1.0,0.9,6.0,0.084499
0.01,0.8,500,82,1.0,0.9,6.0,0.089001
0.01,0.8,500,83,0.0,-1.0,50.0,0.262
0.01,0.8,500,84,1.0,0.9,6.0,0.084499
0.01,0.8,500,85,1.0,0.9,6.0,0.0795
0.01,0.8,500,86,1.0,0.9,6.0,0.079999
0.01,0.8,500,87,1.0,0.9,6.0,0.0855
0.01,0.8,500,88,0.0,-1.0,50.0,0.265001
0.01,0.8,500,89,0.0,-1.0,50.0,0.262002
0.01,0.8,500,90,0.0,-1.0,50.0,0.253498
0.01,0.8,500,91,1.0,0.9,6.0,0.081999
0.01,0.8,500,92,1.0,0.9,6.0,0.082501
0.01,0.8,500,93,1.0,0.9,6.0,0.082
0.01,0.8,500,94,1.0,0.9,6.0,0.085
0.01,0.8,500,95,1.0,0.9,6.0,0.082001
0.01,0.8,500,96,1.0,0.9,6.0,0.081497
0.01,0.8,500,97,1.0,0.9,6.0,0.080501
0.01,0.8,500,98,1.0,0.9,6.0,0.080502
0.01,0.8,500,99,1.0,0.9,6.0,0.087499
0.01,0.8,2000,0,1.0,0.9,6.0,0.222501
0.01,0.8,2000,1,1.0,0.9,6.0,0.220999
0.01,0.8,2000,2,1.0,0.9,6.0,0.2235
0.01,0.8,2000,3,1.0,0.9,6.0,0.2225
0.01,0.8,2000,4,1.0,0.9,6.0,0.2245
0.01,0.8,2000,5,1.0,0.9,6.0,0.220501
0.01,0.8,2000,6,1.0,0.9,6.0,0.217502
0.01,0.8,2000,7,1.0,0.9,6.0,0.231998
0.01,0.8,2000,8,1.0,0.9,6.0,0.22
0.01,0.8,2000,9,1.0,0.9,6.0,0.221001
0.01,0.8,2000,10,1.0,0.9,6.0,0.2185
0.01,0.8,2000,11,1.0,0.9,6.0,0.228998
0.01,0.8,2000,12,1.0,0.9,6.0,0.234499
0.01,0.8,2000,13,1.0,0.9,6.0,0.228501
0.01,0.8,2000,14,1.0,0.9,6.0,0.228
0.01,0.8,2000,15,1.0,0.9,6.0,0.226501
0.01,0.8,2000,16,1.0,0.9,6.0,0.229999
0.01,0.8,2000,17,1.0,0.9,6.0,0.240501
0.01,0.8,2000,18,1.0,0.9,6.0,0.219001
0.01,0.8,2000,19,1.0,0.9,6.0,0.232997
0.01,0.8,2000,20,1.0,0.9,6.0,0.2565
0.01,0.8,2000,21,1.0,0.9,6.0,0.263
0.01,0.8,2000,22,1.0,0.9,6.0,0.235003
0.01,0.8,2000,23,1.0,0.9,6.0,0.217999
0.01,0.8,2000,24,1.0,0.9,6.0,0.229501
0.01,0.8,2000,25,1.0,0.9,6.0,0.220497
0.01,0.8,2000,26,1.0,0.9,6.0,0.228
0.01,0.8,2000,27,1.0,0.9,6.0,0.219001
0.01,0.8,2000,28,1.0,0.9,6.0,0.220499
0.01,0.8,2000,29,1.0,0.9,6.0,0.222
0.01,0.8,2000,30,1.0,0.9,6.0,0.229
0.01,0.8,2000,31,1.0,0.9,6.0,0.2165
0.01,0.8,2000,32,1.0,0.9,6.0,0.2285
0.01,0.8,2000,33,1.0,0.9,6.0,0.2305
0.01,0.8,2000,34,1.0,0.9,6.0,0.239
0.01,0.8,2000,35,1.0,0.9,6.0,0.223503
0.01,0.8,2000,36,1.0,0.9,6.0,0.226
0.01,0.8,2000,37,1.0,0.9,6.0,0.2225
0.01,0.8,2000,38,1.0,0.9,6.0,0.2155
0.01,0.8,2000,39,1.0,0.9,6.0,0.228001
0.01,0.8,2000,40,1.0,0.9,6.0,0.219499
0.01,0.8,2000,41,1.0,0.9,6.0,0.224499
0.01,0.8,2000,42,1.0,0.9,6.0,0.268002
0.01,0.8,2000,43,1.0,0.9,6.0,0.267999
0.01,0.8,2000,44,1.0,0.9,6.0,0.245503
0.01,0.8,2000,45,1.0,0.9,6.0,0.230998
0.01,0.8,2000,46,1.0,0.9,6.0,0.256499
0.01,0.8,2000,47,1.0,0.9,6.0,0.232502
0.01,0.8,2000,48,1.0,0.9,6.0,0.226
0.01,0.8,2000,49,1.0,0.9,6.0,0.229999
0.01,0.8,2000,50,1.0,0.9,6.0,0.220501
0.01,0.8,2000,51,1.0,0.9,6.0,0.221998
0.01,0.8,2000,52,1.0,0.9,6.0,0.2205
0.01,0.8,2000,53,1.0,0.9,6.0,0.214503
0.01,0.8,2000,54,1.0,0.9,6.0,0.233998
0.01,0.8,2000,55,1.0,0.9,6.0,0.2195
0.01,0.8,2000,56,1.0,0.9,6.0,0.236001
0.01,0.8,2000,57,1.0,0.9,6.0,0.232999
0.01,0.8,2000,58,1.0,0.9,6.0,0.2145
0.01,0.8,2000,59,1.0,0.9,6.0,0.224999
0.01,0.8,2000,60,1.0,0.9,6.0,0.218502
0.01,0.8,2000,61,1.0,0.9,6.0,0.22
0.01,0.8,2000,62,1.0,0.9,6.0,0.226
0.01,0.8,2000,63,1.0,0.9,6.0,0.209
0.01,0.8,2000,64,1.0,0.9,6.0,0.2175
0.01,0.8,2000,65,1.0,0.9,6.0,0.226999
0.01,0.8,2000,66,1.0,0.9,6.0,0.2165
0.01,0.8,2000,67,1.0,0.9,6.0,0.213002
0.01,0.8,2000,68,1.0,0.9,6.0,0.216499
0.01,0.8,2000,69,1.0,0.9,6.0,0.219002
0.01,0.8,2000,70,1.0,0.9,6.0,0.224
0.01,0.8,2000,71,1.0,0.9,6.0,0.222499
0.01,0.8,2000,72,1.0,0.9,6.0,0.227998
0.01,0.8,2000,73,1.0,0.9,6.0,0.212001
0.01,0.8,2000,74,1.0,0.9,6.0,0.2245
0.01,0.8,2000,75,1.0,0.9,6.0,0.2205
0.01,0.8,2000,76,1.0,0.9,6.0,0.275499
0.01,0.8,2000,77,1.0,0.9,6.0,0.226501
0.01,0.8,2000,78,1.0,0.9,6.0,0.249
0.01,0.8,2000,79,1.0,0.9,6.0,0.225502
0.01,0.8,2000,80,1.0,0.9,6.0,0.219997
0.01,0.8,2000,81,1.0,0.9,6.0,0.2545
0.01,0.8,2000,82,1.0,0.9,6.0,0.216499
0.01,0.8,2000,83,1.0,0.9,6.0,0.215
0.01,0.8,2000,84,1.0,0.9,6.0,0.220001
0.01,0.8,2000,85,1.0,0.9,6.0,0.2155
0.01,0.8,2000,86,1.0,0.9,6.0,0.233414
0.01,0.8,2000,87,1.0,0.9,6.0,0.2205
0.01,0.8,2000,88,1.0,0.9,6.0,0.2325
0.01,0.8,2000,89,1.0,0.9,6.0,0.218998
0.01,0.8,2000,90,1.0,0.9,6.0,0.230001
0.01,0.8,2000,91,1.0,0.9,6.0,0.225498
0.01,0.8,2000,92,1.0,0.9,6.0,0.228
0.01,0.8,2000,93,1.0,0.9,6.0,0.221
0.01,0.8,2000,94,1.0,0.9,6.0,0.222001
0.01,0.8,2000,95,1.0,0.9,6.0,0.225003
0.01,0.8,2000,96,1.0,0.9,6.0,0.226498
0.01,0.8,2000,97,1.0,0.9,6.0,0.225
0.01,0.8,2000,98,1.0,0.9,6.0,0.232
0.01,0.8,2000,99,1.0,0.9,6.0,0.224502
0.01,0.95,20,0,0.0,-1.0,50.0,0.214
0.01,0.95,20,1,0.0,-1.0,50.0,0.214499
0.01,0.95,20,2,0.0,-1.0,50.0,0.196501
0.01,0.95,20,3,0.0,-1.0,50.0,0.208501
0.01,0.95,20,4,0.0,-1.0,50.0,0.198998
0.01,0.95,20,5,0.0,-1.0,50.0,0.203499
0.01,0.95,20,6,0.0,-1.0,50.0,0.202
0.01,0.95,20,7,0.0,-1.0,50.0,0.2035
0.01,0.95,20,8,0.0,-1.0,50.0,0.203001
0.01,0.95,20,9,0.0,-1.0,50.0,0.2075
0.01,0.95,20,10,0.0,-1.0,50.0,0.200498
0.01,0.95,20,11,0.0,-1.0,50.0,0.193501
0.01,0.95,20,12,0.0,-1.0,50.0,0.193499
0.01,0.95,20,13,0.0,-1.0,50.0,0.21
0.01,0.95,20,14,0.0,-1.0,50.0,0.212998
0.01,0.95,20,15,0.0,-1.0,50.0,0.196
0.01,0.95,20,16,0.0,-1.0,50.0,0.1985
0.01,0.95,20,17,0.0,-1.0,50.0,0.209001
0.01,0.95,20,18,0.0,-1.0,50.0,0.199999
0.01,0.95,20,19,0.0,-1.0,50.0,0.199499
0.01,0.95,20,20,0.0,-1.0,50.0,0.205002
0.01,0.95,20,21,0.0,-1.0,50.0,0.195
0.01,0.95,20,22,0.0,-1.0,50.0,0.193499
0.01,0.95,20,23,0.0,-1.0,50.0,0.200501
0.01,0.95,20,24,0.0,-1.0,50.0,0.2145
0.01,0.95,20,25,0.0,-1.0,50.0,0.2065
0.01,0.95,20,26,0.0,-1.0,50.0,0.2005
0.01,0.95,20,27,0.0,-1.0,50.0,0.200001
0.01,0.95,20,28,0.0,-1.0,50.0,0.197
0.01,0.95,20,29,0.0,-1.0,50.0,0.204497
0.01,0.95,20,30,0.0,-1.0,50.0,0.203
0.01,0.95,20,31,0.0,-1.0,50.0,0.199001
0.01,0.95,20,32,0.0,-1.0,50.0,0.198999
0.01,0.95,20,33,0.0,-1.0,50.0,0.202997
0.01,0.95,20,34,0.0,-1.0,50.0,0.199001
0.01,0.95,20,35,0.0,-1.0,50.0,0.2015
0.01,0.95,20,36,0.0,-1.0,50.0,0.198503
0.01,0.95,20,37,0.0,-1.0,50.0,0.195998
0.01,0.95,20,38,1.0,0.9,6.0,0.029499
0.01,0.95,20,39,0.0,-1.0,50.0,0.201501
0.01,0.95,20,40,0.0,-1.0,50.0,0.208501
0.01,0.95,20,41,0.0,-1.0,50.0,0.204497
0.01,0.95,20,42,0.0,-1.0,50.0,0.1915
0.01,0.95,20,43,0.0,-1.0,50.0,0.193999
0.01,0.95,20,44,0.0,-1.0,50.0,0.199501
0.01,0.95,20,45,0.0,-1.0,50.0,0.2045
0.01,0.95,20,46,0.0,-1.0,50.0,0.1965
0.01,0.95,20,47,0.0,-1.0,50.0,0.204
0.01,0.95,20,48,0.0,-1.0,50.0,0.1935
0.01,0.95,20,49,0.0,-1.0,50.0,0.226
0.01,0.95,20,50,0.0,-1.0,50.0,0.262001
0.01,0.95,20,51,0.0,-1.0,50.0,0.226001
0.01,0.95,20,52,0.0,-1.0,50.0,0.234999
0.01,0.95,20,53,0.0,-1.0,50.0,0.201998
0.01,0.95,20,54,0.0,-1.0,50.0,0.208002
0.01,0.95,20,55,0.0,-1.0,50.0,0.227
0.01,0.95,20,56,0.0,-1.0,50.0,0.199499
0.01,0.95,20,57,0.0,-1.0,50.0,0.207501
0.01,0.95,20,58,0.0,-1.0,50.0,0.201999
0.01,0.95,20,59,0.0,-1.0,50.0,0.2015
0.01,0.95,20,60,0.0,-1.0,50.0,0.225001
0.01,0.95,20,61,0.0,-1.0,50.0,0.209002
0.01,0.95,20,62,0.0,-1.0,50.0,0.203999
0.01,0.95,20,63,0.0,-1.0,50.0,0.201
0.01,0.95,20,64,0.0,-1.0,50.0,0.201999
0.01,0.95,20,65,0.0,-1.0,50.0,0.2265
0.01,0.95,20,66,0.0,-1.0,50.0,0.206001
0.01,0.95,20,67,0.0,-1.0,50.0,0.204
0.01,0.95,20,68,0.0,-1.0,50.0,0.203502
0.01,0.95,20,69,0.0,-1.0,50.0,0.206997
0.01,0.95,20,70,1.0,0.9,6.0,0.030012
0.01,0.95,20,71,0.0,-1.0,50.0,0.205489
0.01,0.95,20,72,0.0,-1.0,50.0,0.202499
0.01,0.95,20,73,0.0,-1.0,50.0,0.204503
0.01,0.95,20,74,0.0,-1.0,50.0,0.209996
0.01,0.95,20,75,0.0,-1.0,50.0,0.222002
0.01,0.95,20,76,0.0,-1.0,50.0,0.205998
0.01,0.95,20,77,0.0,-1.0,50.0,0.203001
0.01,0.95,20,78,0.0,-1.0,50.0,0.200999
0.01,0.95,20,79,0.0,-1.0,50.0,0.202499
0.01,0.95,20,80,0.0,-1.0,50.0,0.2095
0.01,0.95,20,81,0.0,-1.0,50.0,0.203503
0.01,0.95,20,82,0.0,-1.0,50.0,0.206008
0.01,0.95,20,83,0.0,-1.0,50.0,0.245489
0.01,0.95,20,84,0.0,-1.0,50.0,0.249
0.01,0.95,20,85,0.0,-1.0,50.0,0.268004
0.01,0.95,20,86,0.0,-1.0,50.0,0.213497
0.01,0.95,20,87,0.0,-1.0,50.0,0.207999
0.01,0.95,20,88,0.0,-1.0,50.0,0.221001
0.01,0.95,20,89,0.0,-1.0,50.0,0.214
0.01,0.95,20,90,0.0,-1.0,50.0,0.216
0.01,0.95,20,91,0.0,-1.0,50.0,0.209002
0.01,0.95,20,92,0.0,-1.0,50.0,0.205998
0.01,0.95,20,93,0.0,-1.0,50.0,0.206
0.01,0.95,20,94,0.0,-1.0,50.0,0.2075
0.01,0.95,20,95,0.0,-1.0,50.0,0.202
0.01,0.95,20,96,0.0,-1.0,50.0,0.203001
0.01,0.95,20,97,0.0,-1.0,50.0,0.204
0.01,0.95,20,98,0.0,-1.0,50.0,0.214501
0.01,0.95,20,99,0.0,-1.0,50.0,0.2125
0.01,0.95,100,0,0.0,-1.0,50.0,0.215499
0.01,0.95,100,1,0.0,-1.0,50.0,0.2115
0.01,0.95,100,2,0.0,-1.0,50.0,0.2125
0.01,0.95,100,3,1.0,0.9,6.0,0.043
0.01,0.95,100,4,0.0,-1.0,50.0,0.211999
0.01,0.95,100,5,0.0,-1.0,50.0,0.205999
0.01,0.95,100,6,0.0,-1.0,50.0,0.2145
0.01,0.95,100,7,0.0,-1.0,50.0,0.21
0.01,0.95,100,8,0.0,-1.0,50.0,0.218499
0.01,0.95,100,9,0.0,-1.0,50.0,0.225999
0.01,0.95,100,10,0.0,-1.0,50.0,0.2085
0.01,0.95,100,11,0.0,-1.0,50.0,0.222499
0.01,0.95,100,12,0.0,-1.0,50.0,0.239001
0.01,0.95,100,13,0.0,-1.0,50.0,0.235001
0.01,0.95,100,14,0.0,-1.0,50.0,0.253999
0.01,0.95,100,15,0.0,-1.0,50.0,0.2055
0.01,0.95,100,16,0.0,-1.0,50.0,0.21609
0.01,0.95,100,17,1.0,0.9,6.0,0.041029
0.01,0.95,100,18,0.0,-1.0,50.0,0.21138
0.01,0.95,100,19,0.0,-1.0,50.0,0.216
0.01,0.95,100,20,0.0,-1.0,50.0,0.214
0.01,0.95,100,21,0.0,-1.0,50.0,0.205997
0.01,0.95,100,22,0.0,-1.0,50.0,0.214501
0.01,0.95,100,23,0.0,-1.0,50.0,0.236999
0.01,0.95,100,24,0.0,-1.0,50.0,0.211
0.01,0.95,100,25,0.0,-1.0,50.0,0.225001
0.01,0.95,100,26,0.0,-1.0,50.0,0.219
0.01,0.95,100,27,0.0,-1.0,50.0,0.216501
0.01,0.95,100,28,0.0,-1.0,50.0,0.218999
0.01,0.95,100,29,0.0,-1.0,50.0,0.2065
0.01,0.95,100,30,0.0,-1.0,50.0,0.213999
0.01,0.95,100,31,0.0,-1.0,50.0,0.216001
0.01,0.95,100,32,0.0,-1.0,50.0,0.214501
0.01,0.95,100,33,0.0,-1.0,50.0,0.215
0.01,0.95,100,34,0.0,-1.0,50.0,0.211501
0.01,0.95,100,35,0.0,-1.0,50.0,0.220999
0.01,0.95,100,36,0.0,-1.0,50.0,0.2195
0.01,0.95,100,37,0.0,-1.0,50.0,0.2105
0.01,0.95,100,38,0.0,-1.0,50.0,0.211
0.01,0.95,100,39,0.0,-1.0,50.0,0.212001
0.01,0.95,100,40,0.0,-1.0,50.0,0.209499
0.01,0.95,100,41,0.0,-1.0,50.0,0.2175
0.01,0.95,100,42,0.0,-1.0,50.0,0.216001
0.01,0.95,100,43,0.0,-1.0,50.0,0.210999
0.01,0.95,100,44,0.0,-1.0,50.0,0.220999
0.01,0.95,100,45,1.0,0.9,6.0,0.041501
0.01,0.95,100,46,0.0,-1.0,50.0,0.21
0.01,0.95,100,47,0.0,-1.0,50.0,0.23
0.01,0.95,100,48,1.0,0.9,6.0,0.049
0.01,0.95,100,49,0.0,-1.0,50.0,0.202999
0.01,0.95,100,50,0.0,-1.0,50.0,0.2085
0.01,0.95,100,51,0.0,-1.0,50.0,0.2135
0.01,0.95,100,52,0.0,-1.0,50.0,0.217616
0.01,0.95,100,53,0.0,-1.0,50.0,0.215386
0.01,0.95,100,54,0.0,-1.0,50.0,0.215499
0.01,0.95,100,55,0.0,-1.0,50.0,0.218501
0.01,0.95,100,56,0.0,-1.0,50.0,0.214502
